39, Male, United-States, Adm-clerical, Bachelors, Never-married, State-gov, White
55, Female, United-States, Other-service, 7th-8th, Never-married, Local-gov, Black
35, Male, United-States, Adm-clerical, HS-grad, Never-married, Federal-gov, White
35, Female, United-States, Other-service, 10th, Never-married, Private, Black
20, Female, United-States, Adm-clerical, Some-college, Never-married, State-gov, White
51, Female, United-States, Adm-clerical, HS-grad, Married-civ-spouse, Private, Black
23, Male, United-States, Prof-specialty, Bachelors, Never-married, Private, White
39, Male, United-States, Farming-fishing, HS-grad, Married-civ-spouse, Private, White
36, Female, United-States, Other-service, Some-college, Divorced, Private, White
47, Male, United-States, Sales, HS-grad, Married-civ-spouse, Private, White
27, Male, United-States, Sales, Bachelors, Never-married, Private, White
29, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
21, Male, United-States, Protective-serv, Some-college, Never-married, State-gov, White
18, Female, United-States, Adm-clerical, Some-college, Never-married, Private, White
24, Male, United-States, Exec-managerial, Some-college, Never-married, Private, White
39, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Federal-gov, White
51, Male, United-States, Exec-managerial, Some-college, Married-civ-spouse, State-gov, White
47, Male, United-States, Tech-support, Bachelors, Married-civ-spouse, Private, White
62, Female, United-States, Adm-clerical, Some-college, Divorced, Private, White
49, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
20, Male, United-States, Other-service, 11th, Married-civ-spouse, Private, White
24, Male, United-States, Sales, Some-college, Never-married, Private, White
25, Female, United-States, Exec-managerial, HS-grad, Never-married, Private, White
54, Male, United-States, Sales, Bachelors, Married-civ-spouse, Self-emp-not-inc, White
25, Male, United-States, Craft-repair, HS-grad, Never-married, Private, White
43, Female, United-States, Sales, Some-college, Divorced, Private, White
26, Male, United-States, Exec-managerial, Bachelors, Never-married, Private, White
24, Male, United-States, Handlers-cleaners, HS-grad, Married-civ-spouse, Private, White
18, Male, United-States, Other-service, 11th, Never-married, Private, Amer-Indian-Eskimo
45, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
26, Male, United-States, Sales, Bachelors, Never-married, Private, White
47, Male, United-States, Other-service, Some-college, Never-married, Private, White
21, Male, United-States, Craft-repair, HS-grad, Never-married, Without-pay, Black
29, Female, United-States, Other-service, HS-grad, Divorced, Private, White
68, Male, United-States, Prof-specialty, Some-college, Married-civ-spouse, Private, White
21, Male, Mexico, Exec-managerial, Some-college, Never-married, Private, Black
28, Male, United-States, Exec-managerial, Some-college, Never-married, Self-emp-inc, White
46, Female, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Private, White
35, Female, United-States, Transport-moving, HS-grad, Separated, Private, Black
50, Male, United-States, Craft-repair, 10th, Never-married, Self-emp-not-inc, White
48, Male, United-States, Exec-managerial, Some-college, Divorced, Self-emp-inc, White
59, Male, United-States, Craft-repair, Bachelors, Married-civ-spouse, Private, White
23, Male, United-States, Exec-managerial, Some-college, Never-married, Private, Black
53, Female, United-States, Sales, HS-grad, Widowed, Private, White
50, Male, United-States, Sales, Masters, Married-civ-spouse, Self-emp-inc, White
53, Male, Dominican-Republic, Handlers-cleaners, 12th, Married-spouse-absent, Private, Other
52, Male, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, Black
38, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
43, Male, United-States, Exec-managerial, Masters, Married-civ-spouse, Private, White
35, Female, United-States, Other-service, Bachelors, Married-civ-spouse, Private, White
41, Male, United-States, Exec-managerial, Prof-school, Married-civ-spouse, Private, White
22, Male, United-States, Sales, Some-college, Never-married, Private, White
39, Male, United-States, Other-service, HS-grad, Married-civ-spouse, Private, White
45, Male, United-States, Sales, Masters, Married-civ-spouse, Private, White
31, Female, United-States, Farming-fishing, 9th, Married-civ-spouse, Private, White
40, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
47, Male, United-States, Transport-moving, 5th-6th, Married-civ-spouse, Self-emp-not-inc, White
53, Male, Jamaica, Craft-repair, HS-grad, Married-civ-spouse, Private, Black
53, Male, United-States, Sales, Bachelors, Married-civ-spouse, Self-emp-inc, White
33, Male, United-States, Tech-support, Bachelors, Never-married, Local-gov, Black
24, Female, United-States, Adm-clerical, Bachelors, Never-married, Private, White
34, Female, United-States, Other-service, Some-college, Never-married, Private, White
46, Male, United-States, Sales, HS-grad, Married-civ-spouse, Self-emp-inc, White
29, Male, United-States, Protective-serv, Some-college, Married-civ-spouse, Federal-gov, White
61, Female, United-States, Other-service, 11th, Widowed, State-gov, White
31, Male, United-States, Farming-fishing, HS-grad, Married-civ-spouse, Private, White
29, Male, United-States, Tech-support, HS-grad, Married-spouse-absent, Private, Black
42, Male, United-States, Craft-repair, HS-grad, Separated, Private, White
50, Male, United-States, Exec-managerial, Some-college, Married-civ-spouse, Federal-gov, White
34, Female, United-States, Adm-clerical, HS-grad, Divorced, Private, White
39, Male, United-States, Transport-moving, 7th-8th, Married-civ-spouse, Private, White
74, Male, United-States, Transport-moving, 1st-4th, Married-civ-spouse, Private, Black
40, Male, United-States, Sales, Some-college, Married-civ-spouse, Private, White
75, Male, United-States, Prof-specialty, Prof-school, Married-civ-spouse, Self-emp-not-inc, White
40, Female, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Local-gov, White
36, Male, United-States, Craft-repair, 11th, Married-civ-spouse, Private, White
28, Female, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
19, Female, United-States, Adm-clerical, Some-college, Never-married, Private, White
36, Female, United-States, Other-service, Assoc-acdm, Separated, Private, Black
50, Female, United-States, Adm-clerical, Some-college, Divorced, Federal-gov, White
47, Female, United-States, Prof-specialty, Assoc-acdm, Married-civ-spouse, Private, Black
48, Female, Jamaica, Tech-support, HS-grad, Never-married, Private, Black
60, Male, United-States, Craft-repair, HS-grad, Divorced, Self-emp-inc, White
30, Male, United-States, Prof-specialty, Masters, Never-married, Private, Black
32, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
45, Female, United-States, Prof-specialty, Masters, Married-civ-spouse, Local-gov, White
51, Male, United-States, Tech-support, Some-college, Married-civ-spouse, Private, White
53, Male, Haiti, Machine-op-inspct, 9th, Married-spouse-absent, Private, Black
48, Male, Mexico, Exec-managerial, Masters, Married-civ-spouse, Self-emp-not-inc, White
32, Female, United-States, Machine-op-inspct, Assoc-acdm, Divorced, Private, White
31, Female, United-States, Exec-managerial, HS-grad, Divorced, Private, Black
58, Female, United-States, Other-service, Bachelors, Divorced, Self-emp-not-inc, White
32, Male, United-States, Exec-managerial, Assoc-acdm, Married-civ-spouse, Private, White
32, Male, United-States, Prof-specialty, Bachelors, Never-married, Private, White
40, Male, United-States, Sales, Bachelors, Divorced, Private, White
50, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
38, Male, United-States, Machine-op-inspct, 10th, Separated, Self-emp-not-inc, White
30, Male, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, White
21, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, White
28, Female, United-States, Prof-specialty, Bachelors, Never-married, Private, White
32, Female, United-States, Prof-specialty, Assoc-acdm, Divorced, Private, White
25, Male, United-States, Sales, HS-grad, Never-married, Private, White
59, Male, United-States, Tech-support, Some-college, Married-civ-spouse, Private, White
49, Male, United-States, Craft-repair, Some-college, Never-married, Private, White
36, Male, United-States, Exec-managerial, Bachelors, Never-married, Private, White
46, Female, United-States, Priv-house-serv, Some-college, Divorced, Private, White
37, Male, United-States, Prof-specialty, Prof-school, Married-civ-spouse, Local-gov, White
48, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, Black
43, Male, United-States, Other-service, Some-college, Married-civ-spouse, Private, White
41, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Private, White
54, Male, United-States, Sales, HS-grad, Married-civ-spouse, Private, White
36, Female, United-States, Exec-managerial, Some-college, Divorced, Private, White
29, Female, United-States, Other-service, Bachelors, Divorced, Private, Other
66, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Local-gov, White
59, Male, United-States, Prof-specialty, Prof-school, Never-married, Private, White
62, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
29, Male, Mexico, Craft-repair, 10th, Never-married, Private, White
28, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
27, Male, United-States, Machine-op-inspct, Bachelors, Married-civ-spouse, Private, White
42, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, State-gov, White
60, Male, United-States, Craft-repair, Assoc-voc, Married-civ-spouse, Private, White
58, Male, United-States, Prof-specialty, Masters, Married-civ-spouse, Private, White
27, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, White
45, Female, United-States, Craft-repair, HS-grad, Widowed, Private, White
50, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, White
43, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, Black
39, Male, United-States, Exec-managerial, Prof-school, Divorced, Private, White
21, Male, United-States, Adm-clerical, Some-college, Never-married, Private, White
24, Male, United-States, Handlers-cleaners, HS-grad, Married-civ-spouse, Private, Black
59, Male, United-States, Farming-fishing, Prof-school, Married-civ-spouse, Self-emp-not-inc, White
36, Male, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, White
35, Male, Hong, Exec-managerial, Masters, Married-civ-spouse, Private, Asian-Pac-Islander
33, Male, United-States, Handlers-cleaners, Some-college, Divorced, Private, White
30, Female, United-States, Craft-repair, HS-grad, Never-married, Private, Black
40, Male, United-States, Craft-repair, Assoc-voc, Divorced, Private, White
26, Male, United-States, Sales, Some-college, Married-civ-spouse, Self-emp-not-inc, White
37, Male, United-States, Adm-clerical, Assoc-voc, Separated, Federal-gov, Black
68, Female, United-States, Transport-moving, Some-college, Divorced, Self-emp-not-inc, White
45, Male, United-States, Craft-repair, Bachelors, Married-civ-spouse, Private, White
56, Male, United-States, Prof-specialty, HS-grad, Married-civ-spouse, Private, White
36, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, White
50, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
38, Male, United-States, Sales, Assoc-voc, Married-civ-spouse, Private, White
29, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
28, Female, United-States, Other-service, HS-grad, Never-married, Private, White
39, Male, United-States, Adm-clerical, Some-college, Married-civ-spouse, Federal-gov, White
26, Male, United-States, Protective-serv, Bachelors, Never-married, Local-gov, White
52, Male, United-States, Exec-managerial, Some-college, Divorced, Self-emp-inc, White
52, Male, United-States, Farming-fishing, Bachelors, Divorced, Private, White
84, Female, United-States, Other-service, HS-grad, Widowed, Private, White
33, Female, United-States, Other-service, Some-college, Never-married, Federal-gov, White
